,val_loss,loss
0,0.2713175112784788,0.29220768900061217
1,0.1810913232500314,0.23366934466849024
2,0.17012040751238236,0.17362293125252382
3,0.23793971728869037,0.1503161852261448
4,0.21520727254455244,0.10387817749567145
5,0.23541718439716477,0.08310076824081009
6,0.23500656074602497,0.06975704040011177
7,0.19263514256987954,0.06941322471452972
8,0.2870029384650551,0.062363880310384416
9,0.18780480703206492,0.053428084982027634
10,0.18856832747747787,0.04636743155031881
11,0.2056539852099944,0.04601358880879936
12,0.22954728660714951,0.045241861376579526
13,0.21678095700601155,0.041019677582341804
14,0.21410864950694017,0.04129236296365708
15,0.2088067371823161,0.04169939406517253
16,0.22679032563328075,0.03772318548695289
17,0.23713946835222197,0.037719373618216784
18,0.20684443241769956,0.03387625114503063
19,0.21147592600346418,0.03337045594255655
20,0.19953585386668382,0.03496955440569102
21,0.21746913243029362,0.03204983461768423
22,0.2225136674728931,0.035248644935501894
23,0.2494003109324644,0.033280829656465095
24,0.21540769448668334,0.03203603095814869
25,0.23140391171802197,0.030941297454918852
26,0.23402307809352468,0.03326271338698662
27,0.26158372372260863,0.030572874176385396
28,0.24713913206133292,0.03186153181044098
29,0.21892468228959167,0.029860851660004902
30,0.2593254546411918,0.030792255951843393
31,0.26246679863061667,0.03043560217624981
32,0.21502859261608012,0.027229507649829145
33,0.21852009504027722,0.025785623516203574
34,0.24706823609652853,0.02891068495670554
35,0.23515689114559474,0.02729558321153943
36,0.2476601347391221,0.025347981313152232
37,0.25577832793333316,0.024265169619844422
38,0.22499512209569508,0.02686149264902103
39,0.2305705489697822,0.023642982671613893
40,0.21701447641449506,0.02321107153334737
41,0.26825746799048233,0.025487453690605427
42,0.22261309690414166,0.025168470006000036
43,0.23605231670804275,0.025281093728304723
44,0.1712940398577426,0.022942452747184018
45,0.2764362701656003,0.02438547415725494
46,0.21486090161636442,0.025365885480452367
47,0.25483013926604275,0.02192926023091045
48,0.25099068107745887,0.02375869994660842
49,0.22948259366087598,0.02182649859276365
50,0.2520283588676483,0.02284427310739362
51,0.20077310110577906,0.024709585751542737
52,0.23040319213090332,0.02619911441570231
53,0.2138232637452734,0.02143674175630463
54,0.23074805774401724,0.023496695711606532
55,0.24061469308969616,0.021486197889028384
56,0.265210798286694,0.024567156689205224
57,0.25991386374381964,0.021371867486979584
58,0.2561849981654691,0.0223117925974536
59,0.2821509798427158,0.023627639078046863
60,0.20509948069137432,0.02089993234540434
61,0.20550810486862534,0.021088397446041417
62,0.23408180477367943,0.020462232543113093
63,0.3316559372279047,0.023971880211902732
64,0.2396275513341736,0.020122775340520684
65,0.2344129400988608,0.022697190019292737
66,0.25690045083042967,0.02236055530775484
67,0.2709309281721839,0.02110976168253869
68,0.30045161277270677,0.02151157189184789
69,0.27525188774772874,0.020414468626481573
70,0.23206606902164875,0.020853665555707224
71,0.21364726873179923,0.021831712807978798
72,0.22857941615406938,0.0206370294264741
73,0.25083851753644837,0.020584552338275663
74,0.26168279861344285,0.02118988829438132
75,0.2854888819574824,0.020616570820929575
76,0.28700628126541755,0.020918994324499028
77,0.2225763136518931,0.019732393363757143
78,0.24395718482486858,0.020858976644571627
79,0.24430429178337856,0.021852775949149153
80,0.22990199148062632,0.01902126799991984
81,0.2520879843165416,0.01848773799230317
82,0.2860924966089416,0.018217557044563387
83,0.213791436255897,0.018653496272854574
84,0.26407997282474177,0.01767243103998707
85,0.2621590583537006,0.017906520148115054
86,0.23792934425436066,0.018306932399473373
87,0.2311059668240956,0.017421110067260173
88,0.26191189572497287,0.01800931689653834
89,0.2752379895050708,0.017899886029846813
90,0.26938184114545094,0.01718859621850277
91,0.24899728488003964,0.016942011360737468
92,0.2522596623354764,0.01867633655051141
93,0.24799825964617364,0.019430268401838573
94,0.22829721016988594,0.020149023270968982
95,0.23905946189187757,0.02164769060696429
96,0.28690365747444246,0.020365928510890478
97,0.24989579644762153,0.021537922452177366
98,0.38426854085046747,0.020082083031372697
99,0.26875599787382465,0.019260047376935287
100,0.27730634089693035,0.018819776411872744
101,0.28753361518645937,0.017947364906799806
102,0.2911757208420051,0.0167193199182683
103,0.2689644299546801,0.01722304961936299
104,0.2233835680230195,0.016629898470839063
105,0.3200652416015322,0.018206622490310458
106,0.2668331070013297,0.017121065493524174
107,0.2966135889578892,0.01725922912134022
108,0.28900761508965933,0.017134902263469417
109,0.25565584169147404,0.017949599927963435
110,0.25896125986591306,0.01825732055896836
111,0.2537537760158069,0.017674894432604227
112,0.27333772365242553,0.019334280498095276
113,0.27826671578864565,0.018082962638570628
114,0.2561852392830583,0.016775590314490555
115,0.26533537357881504,0.017263384276849033
116,0.25937653982105746,0.016554361387107645
117,0.2909402974028665,0.015222633352066082
118,0.31837644676627225,0.01801147274543763
119,0.30370525630964984,0.015614831035259557
120,0.24871738916158387,0.015653827280469067
